date,Optimized,EqualWeight,BTCOnly
2024-03-18,0.9197903148421951,1.029698928341443,1.0359134918372634
2024-03-19,0.9206343215775926,1.0275187934809362,1.036781198896458
2024-03-20,0.9023360799847696,1.049878993001882,1.0319873681815925
2024-03-21,0.900353901283228,1.0551339930420873,1.033393149778018
2024-03-22,0.9035691782528068,1.0478986644407455,1.0416040454177133
2024-03-23,0.916922973328325,1.0389211698929228,1.0614280637992837
2024-03-24,0.912170834633055,1.042931176341607,1.0456618385001573
2024-03-25,0.9047959917875894,1.0410667258970592,1.0724270177016606
2024-03-26,0.9002561141687246,1.0470133031504458,1.047305357336056
2024-03-27,0.9084970777025675,1.0509771918582844,1.0453977732177215
2024-03-28,0.9114837719267405,1.0503648596494026,1.0527780791889774
2024-03-29,0.9066550936392779,1.0432493207307552,1.0563279441343592
2024-03-30,0.9113086589655917,1.03060641402544,1.0484346452913327
2024-03-31,0.912193335078712,1.0269249646369718,1.0458162143585659
2024-04-01,0.9210292501229268,1.0339606230495781,1.0396291539046443
2024-04-02,0.9145631357769234,1.0357315390581532,1.0322765045014068
2024-04-03,0.9115664585742448,1.0254095315178349,1.042800795896566
2024-04-04,0.9079921321689571,1.0268301824941939,1.0472683482915068
2024-04-05,0.8947035315868009,1.029995426616955,1.0385604008433793
2024-04-06,0.8973529301634424,1.0227124736804067,1.0497718665301228
2024-04-07,0.8996955172976949,1.0239702063473535,1.053642999229496
2024-04-08,0.8997415228378862,1.0244470382948605,1.0639205969997383
2024-04-09,0.897630844991675,1.0150797380030878,1.07195909812039
